label,sift_avg_0,sift_avg_1,sift_avg_2,sift_avg_3,sift_avg_4,sift_avg_5,sift_avg_6,sift_avg_7,sift_avg_8,sift_avg_9,sift_avg_10,sift_avg_11,sift_avg_12,sift_avg_13,sift_avg_14,sift_avg_15,sift_avg_16,sift_avg_17,sift_avg_18,sift_avg_19,sift_avg_20,sift_avg_21,sift_avg_22,sift_avg_23,sift_avg_24,sift_avg_25,sift_avg_26,sift_avg_27,sift_avg_28,sift_avg_29,sift_avg_30,sift_avg_31,sift_avg_32,sift_avg_33,sift_avg_34,sift_avg_35,sift_avg_36,sift_avg_37,sift_avg_38,sift_avg_39,sift_avg_40,sift_avg_41,sift_avg_42,sift_avg_43,sift_avg_44,sift_avg_45,sift_avg_46,sift_avg_47,sift_avg_48,sift_avg_49,sift_avg_50,sift_avg_51,sift_avg_52,sift_avg_53,sift_avg_54,sift_avg_55,sift_avg_56,sift_avg_57,sift_avg_58,sift_avg_59,sift_avg_60,sift_avg_61,sift_avg_62,sift_avg_63,sift_avg_64,sift_avg_65,sift_avg_66,sift_avg_67,sift_avg_68,sift_avg_69,sift_avg_70,sift_avg_71,sift_avg_72,sift_avg_73,sift_avg_74,sift_avg_75,sift_avg_76,sift_avg_77,sift_avg_78,sift_avg_79,sift_avg_80,sift_avg_81,sift_avg_82,sift_avg_83,sift_avg_84,sift_avg_85,sift_avg_86,sift_avg_87,sift_avg_88,sift_avg_89,sift_avg_90,sift_avg_91,sift_avg_92,sift_avg_93,sift_avg_94,sift_avg_95,sift_avg_96,sift_avg_97,sift_avg_98,sift_avg_99,sift_avg_100,sift_avg_101,sift_avg_102,sift_avg_103,sift_avg_104,sift_avg_105,sift_avg_106,sift_avg_107,sift_avg_108,sift_avg_109,sift_avg_110,sift_avg_111,sift_avg_112,sift_avg_113,sift_avg_114,sift_avg_115,sift_avg_116,sift_avg_117,sift_avg_118,sift_avg_119,sift_avg_120,sift_avg_121,sift_avg_122,sift_avg_123,sift_avg_124,sift_avg_125,sift_avg_126,sift_avg_127
1F2N,25.819366,21.355965,19.013876,21.990835,28.209106,18.376755,14.281495,17.013197,50.12505,28.814062,21.518183,24.496584,30.03263,20.68142,17.840752,26.911572,52.224255,25.30602,17.843212,19.962234,25.575254,23.245003,24.347944,35.8517,25.101753,16.47927,13.850427,17.492596,25.703526,24.662664,24.19171,24.690287,33.209316,23.010735,22.2055,28.617813,37.16922,24.01659,16.46527,18.687868,83.301605,31.505579,24.180294,33.440742,41.10201,25.608479,20.232231,39.328636,86.99805,33.521618,17.360886,22.933678,38.308567,35.767555,28.673994,43.361736,33.789494,18.137438,15.669198,24.42305,39.243774,34.60559,26.918785,27.15912,33.288795,18.361267,16.058895,24.023422,37.25277,28.333008,22.221115,23.295965,83.412994,39.216362,20.240803,25.622608,41.36963,33.395382,23.987991,31.488012,86.97017,43.505028,28.958925,36.142956,38.198116,22.803793,17.29291,33.302795,33.67675,26.631645,27.31455,35.520348,38.896637,23.842321,15.859295,18.303474,25.213562,16.837952,14.071413,18.509102,27.915518,21.810202,19.220053,21.47927,49.338608,26.917171,18.057835,21.025883,30.212288,24.328382,21.677176,28.78856,52.414986,35.92956,24.584291,23.48445,25.543726,19.75487,17.95952,25.648619,25.165953,24.23325,24.26796,25.200237,25.604023,17.30479,13.7860565,16.551321
1F2N,25.694317,22.375528,20.045855,23.432568,31.213303,18.927526,13.79887,16.8821,49.336384,29.484278,21.952522,25.112942,32.260853,20.958115,17.620426,26.694427,53.238132,26.033384,17.910116,19.876432,25.103155,22.72112,24.170355,36.718327,26.45462,17.411318,14.364774,17.777882,25.409267,24.566126,23.855034,25.245438,33.08502,23.832516,22.819412,29.9394,40.14543,24.809738,16.05512,18.487782,83.16717,31.684437,23.499636,32.51712,40.775906,25.211624,19.718624,38.40308,86.53507,32.417805,16.518686,22.023897,36.405167,34.847,28.930937,44.43227,33.93925,18.971107,16.285402,24.781256,38.728672,35.353012,27.583946,27.644827,33.03426,18.637856,16.28104,24.929838,39.893826,29.831379,22.531921,23.7302,83.36865,37.991238,19.628553,25.164614,40.477642,32.204113,23.616978,32.19041,86.42748,43.89925,28.524988,34.7897,36.79289,22.225344,16.758793,32.6293,34.107536,27.822487,27.541372,35.106155,38.975582,24.86152,16.302608,19.026936,25.77514,16.896788,13.913043,18.912706,31.08804,23.556025,19.905867,22.4231,50.000633,26.610565,17.64231,20.793316,31.474602,24.705873,22.269615,30.300148,52.849014,36.185955,23.992619,22.972057,25.551811,20.103882,18.19209,25.946558,26.181166,25.23267,24.003784,24.872015,25.661976,17.782728,14.309915,17.315582
1F2N,24.490362,23.739758,22.73232,24.610323,27.349138,18.597134,14.694075,17.18767,44.35334,33.60592,26.757124,26.146088,28.124825,19.949606,18.148277,26.454254,49.54987,29.467775,20.047491,18.580631,21.08994,20.789743,23.502176,35.32668,25.357515,16.486237,13.414658,15.583102,21.08179,22.248428,23.185303,26.144611,32.31252,25.660894,26.006187,33.77118,39.92572,26.36322,17.363016,18.652517,76.57959,38.51468,31.348705,41.186092,44.241016,26.191643,19.965063,38.432278,87.572075,42.52823,22.148914,23.135826,31.162054,31.291716,27.441956,41.619186,36.086655,18.228132,15.382827,21.729494,29.959665,28.972015,24.931757,26.652645,32.056965,18.537113,17.203127,26.27076,39.72509,33.849888,26.328844,25.592167,76.53406,38.426117,19.9328,26.136156,44.214104,41.21166,31.46948,38.577118,87.42237,41.6858,27.455324,31.366148,31.358534,23.115225,22.095364,42.608746,36.344784,26.663034,24.858063,29.22164,29.977133,21.653637,15.356242,18.256424,24.366886,17.079855,14.7260065,18.654325,27.406712,24.413054,22.848259,23.783325,44.12643,26.31937,18.08449,19.858368,28.210766,26.23427,26.604925,33.56566,49.643986,35.480022,23.241247,20.778793,21.16096,18.799215,20.018538,29.520563,25.363678,25.910393,23.22057,22.565329,21.180107,15.902065,13.420616,16.489801
1F2N,22.399513,21.223396,21.106844,23.661213,29.246407,19.00232,14.862662,16.339947,42.009377,29.190369,24.715405,27.178745,32.326927,21.224745,19.056417,25.972277,48.26087,28.250433,20.537252,19.981865,23.520586,22.754398,25.601955,35.04129,24.502048,17.226805,15.21054,17.122091,22.339117,23.673193,25.08646,24.710363,30.282417,22.834892,24.023958,31.67227,40.244514,25.076447,16.47925,17.459362,77.140625,33.534126,27.8477,39.066006,46.52499,26.603281,21.708067,39.83984,85.13322,38.56251,20.454319,23.727905,36.911976,36.598854,31.526907,44.933235,33.96269,18.74739,16.87888,23.764389,35.82547,34.477093,28.813538,27.59232,30.394848,17.317053,16.335117,25.382631,40.40903,31.367077,24.01437,22.997087,77.239,39.65371,21.65378,26.770401,46.35839,38.745968,27.791069,33.623642,85.06764,44.57558,31.537418,36.883472,36.858616,23.597576,20.517696,38.54608,33.95244,27.501078,28.73889,34.820877,35.79069,23.468903,16.817799,18.810484,22.3256,16.24411,14.850257,19.195389,29.40664,23.502617,20.938896,21.463741,41.983852,25.760838,19.075878,21.110136,32.018562,26.991217,24.43223,29.150099,48.263264,34.675583,25.436018,22.80795,23.253036,19.969389,20.422216,27.893156,24.553967,24.69199,24.791307,23.653873,22.16293,17.130188,15.113899,17.296219
1F2N,25.481022,23.264404,21.47039,23.857065,30.144907,19.618269,15.242769,17.633932,44.921688,29.861238,23.321367,25.537155,32.41254,22.5816,20.030325,27.540413,47.025265,26.048244,19.400995,21.285812,26.657682,24.8777,26.236195,35.67732,25.70307,18.281439,15.8454895,18.666029,25.226479,24.981766,24.794615,25.258146,33.679977,24.969875,24.797503,31.404596,39.82997,25.637934,17.163857,18.914684,83.26395,32.729706,24.4968,32.487396,40.418285,26.922945,23.33743,43.007545,77.80479,31.025267,17.567623,24.368956,42.182575,41.529266,33.349834,44.213474,33.013462,20.205013,18.139734,25.844118,39.083656,35.9168,28.784584,28.001886,33.72036,18.972334,17.157253,25.479536,39.64731,31.398851,24.89525,25.115725,83.20985,42.98625,23.114325,26.591974,40.34815,32.641647,24.8346,33.000313,77.57911,44.000916,33.277782,41.793217,42.423744,24.4206,17.810535,31.057734,33.00143,28.242826,28.990025,36.164886,39.333572,25.494741,18.04936,20.23085,25.775295,17.994598,15.361838,19.527239,30.107552,23.919573,21.235395,23.316566,45.104263,27.987024,19.989311,22.38133,32.19475,25.47062,23.561306,30.062422,46.552162,35.351177,25.962759,25.055449,27.065079,21.702326,19.896307,25.840889,25.362324,25.102892,24.886076,25.191923,25.487823,18.826225,16.105265,18.349176
1F2N,22.816214,20.175413,19.219666,22.353634,29.085836,18.114277,13.688581,15.567546,48.344395,28.549,22.61147,25.77816,31.673449,19.820774,17.562191,25.687904,54.376835,27.329054,18.65862,18.776196,23.147955,21.479395,23.8077,34.536976,24.940243,16.330317,13.838806,16.273506,22.90399,22.56233,22.990084,23.375246,30.689167,21.438185,21.708578,29.884226,40.119118,24.163767,15.1351385,16.74544,82.314064,32.412365,25.449738,37.053535,45.626274,25.272617,20.058588,39.26546,89.65818,37.89384,18.92179,22.635536,36.71971,34.88142,29.1103,43.18975,34.105156,17.9982,15.4815,22.78265,35.98758,32.637383,26.246422,25.722284,30.768969,16.491837,14.971442,24.221138,40.191223,29.746632,21.686758,21.762138,82.42537,38.890285,19.905277,25.495182,45.7562,36.922726,25.474249,32.610813,89.55796,43.02147,29.069721,35.255424,36.81273,22.542356,18.857868,37.56834,34.091988,25.81565,26.205141,32.844208,35.89178,22.611376,15.440359,17.857891,22.906843,15.546426,13.681074,18.251356,29.18498,22.140776,19.079428,20.260548,48.17263,25.290836,17.545631,20.130064,31.73433,25.508537,22.313477,28.502525,54.42801,34.35899,23.504889,21.763191,23.248013,18.72039,18.626415,27.230284,25.02692,23.280008,22.658972,22.546005,22.857214,16.314623,13.874404,16.385653
1F2N,25.375244,22.53076,21.042702,23.39336,30.183645,19.138544,15.063343,17.418604,47.095524,29.698112,22.938334,25.159122,32.79826,21.677727,18.92325,26.581459,50.81606,26.445822,19.143976,20.293827,24.946669,22.979614,25.31309,35.81105,25.832138,17.859863,15.329572,17.792427,24.119305,24.598005,25.234514,25.181269,33.17204,24.353098,24.04075,30.387695,39.23723,24.819687,16.934345,18.790688,80.8609,32.571682,24.641005,32.914318,41.484386,25.61417,20.960054,38.657574,83.89983,32.808,17.540792,22.402906,36.149662,35.32991,30.619028,44.670578,33.796944,19.482605,17.329847,24.494888,36.981438,35.176495,29.114552,28.118816,33.141853,18.961433,17.162304,24.825668,39.14841,30.324331,23.811985,24.282457,80.929634,38.79752,20.855324,25.531588,41.364212,32.821445,24.630442,32.578106,83.8493,44.786213,30.47291,35.4944,36.47968,22.571957,17.612326,32.62077,33.838673,28.596966,29.345736,35.48776,37.263023,24.365995,17.013365,19.23689,25.483368,17.492044,15.116037,19.06837,30.123186,23.64039,20.954496,22.693954,47.286297,26.92624,19.035892,21.615591,32.432457,25.031693,23.157827,29.82658,50.587822,35.7021,25.236317,23.231777,25.290941,20.518286,19.314573,26.214998,25.588991,25.227068,25.36485,24.912367,24.453457,18.064573,15.315401,17.702885
1F2N,25.27479,24.501125,22.659607,24.296532,26.681725,19.836739,15.9064665,18.159794,43.449577,31.02193,24.809092,26.11106,31.600657,23.07376,19.888847,27.580318,48.41387,26.630552,20.066448,21.465979,26.300188,24.962324,26.143112,37.951733,26.047798,18.388098,15.563542,19.126522,25.271227,26.218557,26.041986,27.098219,32.63796,26.047516,26.136177,31.696344,36.11087,26.194002,18.761293,19.81687,78.59906,34.393345,26.919588,34.02615,39.605904,27.146954,21.915932,39.735146,81.36542,33.14508,19.277695,24.615463,37.622585,36.573757,30.06298,44.34058,34.63805,20.445736,18.38032,26.150328,36.93505,35.504684,28.946486,28.888754,32.63374,19.855576,18.865135,26.065605,36.05342,32.00094,26.620525,26.05867,78.5671,39.728302,22.014153,27.371416,39.89625,34.29756,26.99166,34.13477,81.29625,44.311245,30.347984,36.307777,37.279945,24.698126,19.501781,33.702156,34.442738,28.766636,28.670666,35.45164,37.000656,26.250984,18.653515,20.223618,25.303186,18.34386,16.014996,19.872822,26.947985,24.456514,22.60628,23.836645,43.666447,27.526804,19.981443,23.047049,31.523523,26.10403,24.832802,31.240019,48.74208,38.07263,26.506466,24.136738,26.006092,21.91612,20.186878,26.85314,25.857357,27.087723,25.814621,25.90759,24.752766,19.390066,16.055857,17.865324
1F2N,22.965118,22.383228,22.329716,25.063877,30.877184,19.414333,14.77667,16.444607,43.62388,31.827433,25.844622,27.205338,31.115725,20.500662,17.933878,25.043818,49.193516,28.92518,20.774233,19.831863,22.016207,21.150011,24.257215,35.377563,24.848352,17.217842,15.075489,16.960108,21.796728,23.61057,25.266983,25.506104,29.77126,23.848368,25.045097,33.135887,42.58018,26.086952,16.97297,17.76598,75.15015,35.84273,29.280529,39.525314,45.371376,25.287443,18.731901,35.19411,88.7928,40.049767,20.845366,22.132853,30.591005,30.286715,27.852516,44.71064,34.454258,18.728035,16.651505,23.188387,33.546413,33.29833,28.84593,28.223671,29.646837,17.506475,17.034004,26.29342,42.576595,33.076694,25.11214,24.039045,75.16361,35.14641,18.924036,25.528719,45.193382,39.135677,29.206602,35.853645,88.714935,44.541595,27.92533,30.343231,30.482878,22.028727,20.885853,40.072754,34.46627,28.076069,28.806751,33.4547,33.39389,23.033901,16.592299,18.78461,22.63005,16.05772,14.849423,19.531857,30.94628,25.156597,22.39417,22.56943,43.431717,24.870255,17.987957,20.552553,30.942457,27.126934,25.711739,31.743916,49.155304,35.457245,24.416475,21.162546,21.715292,19.656948,20.650717,28.715174,24.850538,25.543379,25.29006,23.656382,21.674507,16.858776,14.878418,17.175867
1F2N,25.906342,21.636292,19.392366,22.445196,28.768742,18.671679,14.466752,17.285791,48.039913,28.55497,22.12024,25.179174,30.467167,20.919426,18.089048,27.088923,50.779083,25.600657,18.368235,20.288116,25.35104,23.233418,24.646301,35.992813,25.110022,16.727583,14.193545,17.818499,25.591518,24.671844,24.498442,25.115213,33.401005,23.492046,22.689621,29.31906,38.016407,24.609419,16.866844,18.988329,81.30265,31.723845,24.98513,34.79549,42.054283,25.939901,20.420319,39.22183,86.064835,34.010757,18.013748,23.388378,37.900776,35.654358,28.980146,43.645096,33.985172,18.426466,16.06014,24.861694,39.021057,34.758484,27.479628,27.67716,33.150143,18.67608,16.52901,24.634174,38.302113,29.372805,22.671139,23.647589,81.227066,38.948708,20.53682,26.224155,42.48482,34.514473,24.662167,31.808407,86.03185,43.767204,29.277775,36.28878,37.894714,22.906176,17.871662,33.9539,33.804874,27.246542,28.049175,35.812767,38.731487,24.109232,16.11102,18.548117,25.160858,17.155958,14.422354,18.925158,28.62753,22.512356,19.499231,21.675001,47.500935,26.634422,18.209661,21.223534,30.712463,24.961956,22.228642,29.264402,50.671513,35.76168,24.707106,23.520828,25.50297,20.099804,18.520622,26.09478,25.212776,24.634382,24.614902,25.457865,25.518919,17.643103,14.140716,16.792831
1F2N,25.55155,23.91326,21.917427,23.939098,27.890335,19.126284,14.803334,17.242771,45.352905,31.115446,24.435165,25.309404,29.862465,21.099192,18.49867,27.105757,50.504925,27.126804,19.245428,19.601824,23.487576,22.685387,24.944412,38.36374,26.501745,17.714249,14.498515,17.236572,23.745193,25.416618,25.670435,27.580412,33.06038,25.576921,24.803282,30.611305,36.85022,25.512634,17.878874,19.034645,77.679085,34.491222,26.930971,33.996197,39.252724,25.767752,20.469757,37.710133,85.6212,35.449753,18.883146,22.202553,32.622456,32.421413,28.15551,45.091846,35.95973,19.634228,16.999844,24.217297,34.94316,34.244335,28.327637,29.2261,32.66241,19.352852,17.992863,25.283459,36.786037,30.917583,25.045845,25.14806,77.74749,37.890858,20.484865,25.815577,39.34311,33.949986,26.639957,34.253345,85.733574,44.98265,27.996353,31.952436,32.549988,22.3503,18.947903,35.936287,35.940765,28.989477,28.0174,33.901535,35.083458,24.578224,17.277676,19.590935,25.142746,17.399584,14.97838,19.186247,28.050274,24.08372,22.080072,23.447878,45.677937,27.229174,18.540089,21.188227,29.785517,25.006512,24.165876,31.266163,50.96249,38.847042,25.026518,21.965199,23.554884,19.8149,19.107424,27.389893,26.208439,27.65465,25.748268,25.129408,23.56223,17.600834,14.786246,17.431257
1F2N,25.862804,23.114943,20.962559,24.822666,31.221336,19.517212,14.459424,17.47231,49.607704,32.953854,23.768131,25.652555,29.608128,20.013813,16.550842,25.597439,53.64618,27.690552,18.109545,19.17281,23.213188,20.42402,22.39248,36.47866,25.029634,16.260048,13.131135,16.675919,25.181461,24.881538,24.15389,25.519249,32.25018,24.758368,24.001059,32.202206,42.04374,26.833117,17.407959,19.43037,78.65348,35.528194,26.517874,36.324955,42.165825,25.200565,17.190432,33.172413,91.20409,36.874527,18.324743,22.010426,29.371126,26.795015,23.687561,41.25875,34.467625,17.77292,15.127458,23.225147,34.902046,31.371048,25.181065,26.452703,31.969624,18.82391,17.058105,26.490911,42.315483,32.394466,24.127537,25.011774,78.70259,32.985844,17.063715,25.31527,42.50483,36.105232,26.299896,35.541157,91.20546,41.473473,23.756489,26.977482,29.351282,21.883259,18.313524,36.789192,34.237503,26.533194,25.671288,31.598629,34.711056,23.070198,15.132484,17.75813,25.606382,17.469294,14.276876,19.288996,31.481598,24.934221,20.802107,22.779907,49.45241,25.28029,16.340168,20.226313,30.23163,25.785753,23.720636,33.15008,53.605827,36.367344,22.473156,20.646997,23.311777,19.23523,18.058847,27.88548,25.024687,25.551584,24.198212,25.177256,25.286932,16.86307,12.977985,16.076998
1F2N,22.857388,22.525545,22.530651,25.053125,30.01375,19.30663,14.919086,16.492416,43.04286,31.963776,26.171144,27.101448,30.294903,20.516956,18.202469,25.294874,47.43416,28.76783,21.087381,20.070179,22.31658,21.61067,24.837196,35.445045,24.184343,17.409851,15.373737,17.244543,22.152082,23.949036,25.74274,25.658304,29.914558,23.902515,25.19088,33.209267,41.69354,26.013874,17.11722,17.871342,75.39419,35.98358,29.375183,39.228577,44.44338,25.369745,19.275126,36.078022,87.36252,39.818398,20.954004,22.394836,31.440159,31.307825,28.868975,45.39939,33.796787,18.938314,16.941341,23.477772,34.293747,34.25595,29.73027,28.663479,29.841972,17.67596,17.184343,26.238197,41.735363,33.0643,25.21948,24.198202,75.47651,35.886,19.389069,25.553415,44.339893,39.0007,29.32247,36.111523,87.36678,45.142284,28.843128,31.31918,31.34654,22.365576,21.047112,39.915688,33.81703,28.567247,29.541288,34.315617,34.221806,23.464312,16.934982,18.948814,22.68291,16.181576,14.96851,19.467836,30.084394,25.12512,22.600704,22.824396,43.020905,25.190523,18.30627,20.590988,30.189299,27.021181,25.90864,31.882326,47.495667,35.483524,24.866774,21.554323,22.015676,19.959578,20.899172,28.576056,24.30283,25.634438,25.591717,23.934542,22.085056,17.245548,15.20357,17.36318
1F2N,25.655573,24.580858,23.2751,23.8793,26.019058,19.88068,16.213093,18.772684,43.190582,30.8137,25.221655,26.493164,31.366247,23.522165,21.040741,28.525341,45.77158,26.680845,20.796299,22.75404,27.831654,26.475073,27.186853,36.201492,25.448143,19.005386,16.466095,19.770887,25.573402,26.132027,25.594116,26.08949,33.41624,26.787046,27.659302,32.674355,35.637756,26.176634,18.79119,19.748653,82.23588,34.577408,26.859274,34.038944,38.68057,27.2722,23.706808,43.795746,75.76426,31.568707,19.290707,26.408783,42.94338,41.757217,32.70612,43.14639,33.470238,21.260462,19.272753,26.707499,37.097225,35.32827,28.968927,28.609446,33.404366,20.051374,18.945726,25.825438,35.69134,32.945175,27.690928,26.650324,82.21254,43.484325,23.671453,27.385029,39.037426,34.21254,26.933987,34.686783,75.93841,42.93012,32.827785,41.440823,42.25839,26.66303,19.684298,32.08024,33.31142,28.22566,28.41044,35.43461,37.12291,26.538599,19.52106,21.192791,25.85292,18.994614,16.439304,20.096533,26.105097,24.13037,23.167933,24.52838,43.915756,28.267643,21.139622,23.514294,31.411268,26.530727,25.510841,31.614141,46.295403,36.067947,26.988123,25.629747,27.717028,23.30203,21.03342,26.881647,25.510565,25.870045,24.778345,25.6506,25.15854,20.1979,17.03425,18.548958
1F2N,22.804913,22.110062,21.978683,24.75159,30.625187,19.37266,14.758496,16.36273,43.374004,31.324297,25.689846,27.157967,31.193836,20.538877,18.046385,25.027634,49.22893,28.883572,20.863903,19.864204,22.061255,21.17553,24.398949,35.36162,24.818073,17.310898,15.142495,16.947598,21.783644,23.611599,25.315601,25.400911,29.703987,23.529676,24.732462,32.72144,41.98874,25.837234,16.906818,17.751608,75.007095,35.17184,29.062284,39.553417,45.69051,25.47243,19.066307,35.585136,88.7368,40.00366,20.918047,22.294998,31.043503,30.798958,28.307194,45.06471,34.484432,18.80477,16.71395,23.221249,33.84718,33.633102,29.04431,28.267792,29.614765,17.512146,17.021965,26.085548,41.982628,32.58083,24.729643,23.814556,75.02054,35.476894,19.26879,25.762012,45.557865,39.223545,28.970592,35.337566,88.66134,44.873104,28.402084,30.943861,31.04453,22.110268,20.90221,40.00871,34.466507,28.226555,29.022566,33.73761,33.643238,23.076363,16.645203,18.810328,22.547192,16.0334,14.845485,19.511133,30.707487,24.896082,22.039146,22.378551,43.28135,24.865343,18.127499,20.681833,31.148165,27.132092,25.470387,31.237244,49.14693,35.374893,24.52073,21.196894,21.83174,19.629921,20.60726,28.652758,24.916273,25.48752,25.243563,23.545624,21.5839,16.8754,14.906344,17.264023
1F2N,24.842495,22.872032,21.329025,23.821999,29.780916,19.096144,14.9685755,17.274218,47.904945,30.276741,23.32367,25.278902,30.80321,21.318768,18.898355,26.763943,50.566536,26.317533,19.17063,20.370289,24.56216,23.222206,25.674498,36.504974,25.463257,17.791592,15.29288,17.875319,24.246387,25.01799,25.42635,25.46104,32.20574,24.375244,24.284492,30.583418,38.92878,25.070784,17.24675,18.787216,82.00196,32.98742,25.034367,32.72164,39.273983,25.23887,20.911444,38.866932,84.65905,33.049816,17.740305,22.415855,35.357563,35.084633,30.462511,45.154057,33.039124,19.324959,17.322706,24.95042,37.30203,35.77478,29.421757,28.339771,32.25483,18.695446,17.280916,25.081203,38.712475,30.71912,24.488998,24.540737,82.13472,38.57612,20.766212,25.321001,39.230194,32.785854,25.3214,33.29183,84.584854,44.64191,30.367983,35.30027,35.509205,22.529755,17.921412,33.215763,33.02843,28.379566,29.58645,35.903927,37.4042,24.796547,17.448406,19.392582,25.077791,17.44563,15.2138,19.17259,29.929508,23.859688,21.107327,22.713528,48.25254,26.978687,19.053772,21.500362,30.558437,25.06599,23.492357,30.4343,50.538,36.21589,25.53609,23.443195,24.793715,20.629457,19.480448,26.1544,25.13808,25.506899,25.569185,25.280045,24.420322,18.083,15.403874,17.497078
1F2N,22.427523,21.20193,20.878637,23.33308,29.109419,18.972052,14.876704,16.416094,41.86552,29.09202,24.67727,27.104134,32.39079,21.155846,19.07195,25.88155,48.29603,28.100243,20.536991,20.099092,23.641712,22.691025,25.437042,34.855804,24.418419,17.18531,15.209711,17.10565,22.26967,23.55537,24.997234,24.544579,30.156433,22.837229,23.914246,31.3914,40.16757,24.962948,16.372826,17.44047,77.09219,33.402145,27.993465,39.247425,46.771324,26.540735,21.764494,39.7387,85.33034,38.62206,20.57796,23.737549,37.0813,36.793888,31.522919,44.81848,33.93615,18.7712,16.730476,23.549105,35.80561,34.521183,28.7515,27.395071,30.25971,17.25315,16.315117,25.124128,40.259342,31.216661,23.83385,22.961014,77.167885,39.53856,21.724579,26.83155,46.65473,38.883556,27.898117,33.552704,85.351166,44.51357,31.485891,36.90607,37.05169,23.65111,20.582022,38.607964,33.950222,27.354593,28.629353,34.692005,35.803555,23.39353,16.707521,18.716526,22.230488,16.119087,14.849196,19.134432,29.40606,23.34774,20.830523,21.338415,41.827415,25.761925,19.162159,21.250385,32.21414,26.897041,24.212502,28.815031,48.364334,34.794228,25.523409,22.810186,23.132547,19.860086,20.299625,27.744328,24.50618,24.619589,24.766256,23.60696,22.046965,17.023813,15.015223,17.150412
1F2N,25.98785,23.234499,20.819546,24.652683,31.188866,19.419626,14.350388,17.450281,49.68211,32.8729,23.699627,25.586248,29.49514,19.8949,16.50307,25.71562,53.396477,27.505848,18.109053,19.214018,23.417223,20.50793,22.442324,36.57685,25.071188,16.351322,13.131722,16.773752,25.408892,24.852257,24.097357,25.540695,32.376396,24.804192,23.817516,31.909666,41.973938,26.774286,17.317062,19.399626,78.881226,35.363686,26.310707,35.923283,41.884808,25.049212,17.22299,33.500374,90.94919,36.555275,18.178398,21.929907,29.781683,27.134392,23.813885,41.507744,34.41151,17.818958,15.110547,23.243418,35.418156,31.725767,25.34777,26.569078,32.027584,18.939707,17.053751,26.293003,42.18817,32.2325,23.933352,24.928465,78.92927,33.335434,17.180882,25.193485,42.257835,35.78291,26.033619,35.24016,91.06051,41.753563,23.910868,27.33797,29.6988,21.816181,18.112925,36.47693,34.228172,26.723417,25.731134,31.754206,35.117275,23.280027,15.188464,17.772898,25.448332,17.521656,14.3110285,19.151962,31.418985,24.80809,20.787558,22.80307,49.315914,25.484406,16.488518,20.11717,30.066034,25.636234,23.647663,32.911564,53.400322,36.577305,22.655807,20.728224,23.275381,19.167717,18.047503,27.689613,25.023071,25.63295,24.402777,25.310707,25.354126,16.88008,12.937063,16.113352
1F2N,25.209023,23.234201,21.503912,24.657427,30.979816,19.571085,14.949844,17.67006,44.88946,30.578653,23.824234,26.091167,31.415995,21.68298,18.793299,26.82994,48.396523,26.841743,19.451843,20.850397,25.014868,23.321321,25.517628,37.1272,25.97748,18.07542,15.317106,18.346958,25.013851,25.561907,25.773994,26.34159,32.58116,24.846096,24.381756,31.33988,40.188057,25.75772,17.408222,19.40409,78.42011,32.98488,25.679356,34.131264,40.871883,26.012955,20.504911,37.746395,83.88547,33.77484,18.077265,22.649029,35.205738,34.660713,29.969385,45.783493,34.038776,19.653973,17.307606,25.457787,38.410713,36.6314,29.827993,29.181845,32.568493,19.313143,17.537592,25.82188,40.024723,31.296566,24.435993,25.061806,78.45125,37.640427,20.516697,25.88494,40.820255,34.111675,25.859844,33.308758,83.807236,45.572983,29.859997,34.627388,35.303154,22.733727,18.298462,33.918518,34.035477,29.22294,29.836258,36.63108,38.5678,25.359032,17.475363,19.857153,25.414318,17.774029,15.183995,19.735521,31.012785,24.636463,21.36655,23.35998,45.08773,26.962358,18.924597,21.683046,31.200047,25.942291,23.973906,30.81714,48.254658,37.057182,25.469927,23.322813,25.129877,21.002844,19.805744,26.870275,25.730036,26.33199,25.99934,26.019066,25.251371,18.411016,15.412185,18.057133
1F2N,25.342304,23.081606,21.62836,24.34282,30.38871,19.33215,15.400009,17.88843,45.377144,30.070644,23.652666,25.979132,32.005505,22.03284,19.585032,27.18154,47.677105,26.565578,19.728273,21.134909,25.690155,24.148138,26.08758,35.91882,25.696466,18.266403,15.859229,18.572721,24.728678,25.378332,25.589165,25.598532,33.288372,24.837036,24.729801,31.394663,39.600956,25.16384,17.372583,19.327276,80.25137,32.708508,25.396528,33.56987,40.725376,25.881737,21.560143,39.812935,81.32211,32.714054,18.06496,23.177475,37.453403,37.08603,31.640648,44.99654,33.216446,19.889013,17.765404,25.388418,38.13929,36.553944,29.888699,28.604393,33.48036,19.437971,17.524698,25.453491,39.48303,30.806128,24.688425,25.181316,80.39264,39.38361,21.373121,25.84784,40.649273,33.43788,25.628317,33.320763,81.20724,44.49889,31.285856,37.137558,37.65262,23.322536,18.38943,33.015926,33.180595,28.736158,29.802647,36.396034,38.291313,25.449,17.895348,19.978054,25.951527,18.263752,15.567308,19.410769,30.263145,24.077967,21.599947,23.406187,45.95222,27.286709,19.63665,22.04717,31.654911,25.548574,23.959747,30.69995,47.37083,35.76639,25.861856,24.205912,25.985332,21.243874,20.09852,26.54388,25.362564,25.591747,25.575575,25.553696,25.074755,18.583975,15.912105,18.317392
