label,orb_avg_0,orb_avg_1,orb_avg_2,orb_avg_3,orb_avg_4,orb_avg_5,orb_avg_6,orb_avg_7,orb_avg_8,orb_avg_9,orb_avg_10,orb_avg_11,orb_avg_12,orb_avg_13,orb_avg_14,orb_avg_15,orb_avg_16,orb_avg_17,orb_avg_18,orb_avg_19,orb_avg_20,orb_avg_21,orb_avg_22,orb_avg_23,orb_avg_24,orb_avg_25,orb_avg_26,orb_avg_27,orb_avg_28,orb_avg_29,orb_avg_30,orb_avg_31
1F3N,97.402,123.392,111.636,166.704,115.696,146.464,148.776,132.334,132.64,80.59,158.42,85.208,133.402,144.302,97.614,97.498,153.346,135.048,114.6,135.944,107.51,147.882,113.258,177.042,160.744,169.72,128.846,125.258,113.918,116.17,127.38,133.442
1F3N,84.596,134.302,110.304,152.138,115.458,141.938,154.872,138.884,121.536,103.168,144.408,106.548,114.232,143.382,112.72,104.14,149.028,126.868,105.258,145.246,129.874,134.938,93.17,175.828,126.498,128.936,136.206,133.368,104.244,106.252,132.986,138.674
1F3N,81.096,135.036,115.728,154.16,118.712,142.184,154.894,140.406,118.182,99.966,144.526,108.446,115.752,142.758,113.194,99.884,148.02,122.854,102.864,146.106,133.646,131.792,91.348,174.198,128.146,125.626,137.246,134.336,102.23,110.658,132.856,141.486
1F3N,90.206,123.014,141.7,162.28,135.924,128.142,168.704,141.58,115.954,130.388,133.522,124.974,114.384,151.234,135.088,103.308,141.19,144.312,135.85,150.384,146.696,151.958,111.762,191.626,117.214,134.63,141.5,154.712,117.97,137.42,131.094,158.594
1F3N,117.202,141.234,134.636,118.29,131.008,126.78,120.344,139.546,129.112,137.158,144.308,107.63,150.744,149.696,110.4,110.0,125.842,145.596,136.478,113.586,124.22,147.28,162.254,100.444,153.908,156.876,100.876,106.094,132.624,140.43,124.38,122.012
1F3N,114.11,137.188,133.228,115.664,127.746,122.56,118.122,137.536,127.754,134.418,140.804,108.844,148.658,144.054,110.54,109.748,122.628,143.93,137.522,110.358,125.228,146.234,160.432,98.934,152.368,154.336,100.396,104.692,130.098,136.362,125.214,118.664
1F3N,80.338,134.146,114.08,149.254,116.836,139.928,150.69,136.866,113.428,100.61,143.21,107.008,114.588,141.272,111.632,96.796,144.474,123.792,103.582,143.104,130.14,133.916,93.798,170.576,121.81,121.794,135.672,131.078,102.8,107.868,134.302,138.784
1F3N,80.41,133.414,115.324,153.678,119.264,142.88,157.134,136.648,120.596,104.932,145.78,109.446,115.58,143.194,114.562,97.998,145.92,125.244,100.44,141.034,135.522,133.478,92.094,170.586,128.544,128.138,139.086,131.434,104.342,109.818,133.32,146.596
1F3N,120.848,138.912,137.584,127.746,136.65,121.046,122.226,141.706,128.45,144.464,140.7,103.086,157.986,145.79,112.342,109.906,130.85,144.118,133.504,114.68,122.616,144.96,154.748,104.476,157.576,155.942,112.434,107.638,132.64,142.454,124.606,122.32
1F3N,99.48,123.452,144.318,155.626,132.722,127.87,154.034,135.558,124.286,132.39,143.274,132.418,126.194,149.564,131.722,113.71,138.012,147.624,130.15,141.294,139.676,154.252,121.056,175.064,132.972,151.214,139.89,138.636,126.492,142.978,128.466,144.658
1F3N,98.552,123.008,143.964,158.1,132.534,129.416,154.368,136.8,124.482,131.646,142.274,133.47,125.398,152.466,132.366,115.352,140.6,148.118,131.43,142.022,139.77,153.856,121.464,176.95,131.152,150.802,139.952,139.518,126.408,142.508,126.744,146.52
1F3N,115.512,138.862,136.118,120.912,130.166,122.066,120.456,142.98,129.44,135.174,146.63,105.024,150.168,146.1,108.098,108.414,126.266,148.99,137.458,107.844,117.628,146.554,156.976,98.904,159.028,163.036,97.934,105.842,135.846,141.886,123.134,121.822
1F3N,117.18,135.148,133.486,117.25,130.994,124.574,119.676,139.036,134.452,134.47,142.2,101.768,153.002,150.094,110.462,112.052,126.366,145.682,137.464,113.26,121.148,147.208,158.954,101.832,154.738,160.894,101.476,107.47,132.22,137.868,123.198,119.326
1F3N,97.14,123.4,110.88,168.428,110.812,138.212,145.834,132.402,133.698,70.792,163.554,80.544,134.68,140.792,99.158,101.102,147.044,134.978,113.072,129.806,105.984,140.19,111.084,174.93,157.388,167.35,129.82,119.238,112.936,114.61,129.854,128.498
1F3N,116.428,134.57,133.092,122.878,131.204,128.792,118.28,141.988,136.052,139.49,149.088,101.81,148.512,146.704,104.288,106.32,121.216,154.8,139.382,107.438,117.08,149.322,160.966,101.264,160.438,161.938,102.806,101.118,137.284,138.576,117.828,119.614
1F3N,83.592,131.958,115.27,152.214,115.232,142.066,155.812,139.984,120.548,102.372,144.578,108.694,122.818,147.558,117.088,102.93,147.194,128.046,102.582,148.626,131.494,132.77,93.356,177.288,127.162,127.366,142.042,135.416,105.264,108.94,131.042,139.682
1F3N,114.58,135.74,133.988,116.04,130.616,122.014,117.384,137.15,127.738,133.58,143.914,107.314,149.956,146.194,109.494,108.578,124.028,145.844,136.862,111.726,122.55,146.406,158.48,101.096,154.45,154.482,101.026,105.018,131.092,137.074,123.556,119.162
1F3N,101.492,121.468,143.482,157.02,129.512,125.85,154.444,130.448,123.658,131.816,146.612,126.418,124.312,153.822,132.398,115.314,142.046,148.966,130.69,137.142,134.922,153.086,120.656,174.008,133.222,154.472,137.9,134.4,129.794,141.59,128.274,142.744
1F3N,96.636,121.866,141.018,153.056,129.054,124.248,153.804,135.548,124.216,129.726,142.272,132.44,123.066,148.262,131.272,107.96,138.144,147.068,130.438,140.022,137.612,151.746,122.874,174.9,130.742,147.106,137.376,137.522,125.928,140.034,126.902,142.588
1F3N,93.372,122.984,106.768,166.282,114.036,144.134,143.702,129.17,130.168,72.054,159.18,80.752,133.376,142.918,94.178,96.286,148.134,135.062,109.192,132.138,101.848,145.004,109.82,178.536,156.122,167.476,126.876,118.37,110.944,112.97,127.872,130.148
1F3N,97.058,125.708,148.182,152.582,133.106,129.97,154.63,135.566,121.906,130.194,142.428,129.392,126.58,157.624,131.146,115.148,142.432,147.896,132.408,138.44,140.148,153.238,119.976,171.89,133.63,151.984,133.768,138.22,128.532,140.204,126.352,145.008
1F3N,96.78,123.078,110.412,169.472,113.916,142.982,144.024,129.382,132.244,76.958,162.828,84.31,132.734,142.924,96.51,97.248,148.932,137.394,109.912,135.352,104.146,145.09,110.172,179.942,157.84,168.174,130.048,120.112,113.488,116.256,130.398,128.118
1F3N,95.978,123.852,106.682,169.94,114.318,143.99,144.086,130.82,134.71,72.51,161.626,81.828,133.854,143.002,96.206,95.986,149.504,135.088,109.672,133.192,102.348,144.692,109.822,178.974,157.014,169.298,128.302,120.268,112.306,114.328,130.15,128.376
1F3N,92.666,119.506,105.99,164.718,109.176,137.826,142.698,127.022,127.53,70.554,160.408,78.612,129.654,138.116,88.7,90.348,144.81,130.212,108.044,129.746,99.524,144.576,106.736,175.41,152.684,163.374,125.528,117.556,110.336,109.458,124.806,126.77
1F3N,94.454,123.112,108.428,169.578,114.184,143.13,144.788,128.51,133.102,70.604,160.888,82.422,135.078,141.806,95.0,95.844,149.448,135.066,108.664,133.462,102.346,143.712,109.792,178.318,157.144,168.744,128.738,120.546,111.89,115.734,129.47,127.808
1F3N,84.51,132.38,111.39,153.888,117.054,144.552,155.764,135.036,118.326,99.868,148.064,111.51,117.282,142.828,116.314,104.656,149.192,127.63,102.788,144.51,130.528,132.98,96.346,174.478,128.028,131.26,137.112,132.364,109.302,106.546,131.212,139.788
1F3N,116.668,139.422,136.194,116.626,130.746,123.792,118.792,138.744,129.828,136.036,143.302,108.48,149.526,145.966,110.568,107.7,124.58,143.872,137.702,110.846,125.388,148.084,161.106,100.164,154.5,157.556,100.632,107.686,133.37,138.984,125.912,121.468
1F3N,92.536,121.582,139.508,155.854,135.298,132.496,164.222,134.26,114.212,131.25,140.576,130.772,113.89,150.624,135.26,110.954,144.08,143.88,136.478,146.064,135.994,151.748,115.622,184.35,125.308,142.194,141.108,150.164,123.442,135.656,130.054,154.554
1F3N,82.136,135.204,117.924,151.458,122.002,138.562,160.276,140.764,111.774,109.708,142.426,112.548,117.04,143.146,116.458,106.8,149.372,131.056,116.718,149.778,134.174,133.216,98.744,172.724,128.73,122.522,136.684,141.598,105.064,110.22,131.802,141.878
1F3N,80.198,137.45,114.806,152.822,120.626,140.5,153.598,140.272,116.27,100.402,142.09,108.044,115.318,142.526,112.966,99.83,148.766,120.952,102.83,142.574,133.114,132.384,91.894,174.18,125.12,124.962,136.724,132.038,104.3,109.338,134.55,139.638
1F3N,113.662,137.226,135.792,115.726,132.046,121.948,119.368,139.662,129.442,138.502,142.812,108.354,150.992,145.352,110.962,107.83,122.87,146.142,137.098,111.586,123.09,148.596,158.474,99.626,151.38,154.002,100.468,105.358,133.696,140.056,122.538,122.8
1F3N,97.948,121.966,142.708,155.364,132.316,125.956,152.736,134.242,124.638,132.05,141.672,134.156,123.77,150.126,132.086,111.816,137.642,149.838,130.814,141.362,138.284,152.266,121.976,174.684,132.974,150.208,138.206,137.788,126.086,142.532,127.01,144.304
1F3N,91.038,123.916,104.642,171.698,113.046,146.192,143.556,137.14,128.804,67.222,159.97,79.014,131.926,150.376,96.006,99.094,146.802,138.434,104.2,140.366,100.748,145.27,104.548,183.962,159.508,170.4,129.508,121.398,108.418,112.976,127.764,126.248
1F3N,81.978,132.824,116.992,155.932,120.782,139.752,152.354,140.082,116.316,101.534,141.672,111.1,119.24,141.846,114.468,98.768,147.074,123.882,102.956,147.14,131.722,132.366,93.656,173.078,128.814,124.21,140.466,130.554,103.068,110.606,135.546,138.276
1F3N,117.538,141.906,133.286,116.566,133.14,125.192,122.238,145.292,129.446,130.544,145.22,107.586,149.484,147.078,112.6,114.048,123.346,149.55,135.36,114.95,126.774,148.786,157.768,100.29,151.912,156.326,102.504,108.174,133.832,138.76,127.132,124.916
1F4N,114.774,126.684,128.71,135.024,130.762,123.758,133.0,137.334,128.132,138.704,142.824,105.132,143.056,141.006,123.112,113.622,133.862,139.918,135.526,111.78,123.578,135.766,148.196,130.12,141.756,156.784,111.012,116.416,124.948,131.776,117.916,134.032
1F4N,94.304,123.626,129.666,173.116,138.488,131.65,148.842,137.036,115.774,115.952,144.604,108.25,128.98,141.166,127.236,119.2,149.732,140.086,107.05,130.842,125.846,134.356,117.542,171.454,139.84,151.302,142.78,119.394,117.37,137.768,134.834,146.51
1F4N,101.516,127.406,118.746,150.738,124.912,133.71,136.708,136.412,120.674,123.66,142.036,104.286,135.908,147.95,117.338,122.222,150.718,129.056,120.958,119.244,128.428,135.538,125.554,151.152,139.792,150.602,123.546,122.218,113.902,126.25,125.168,136.84
1F4N,119.746,133.31,132.226,141.496,140.666,125.776,125.858,143.628,123.244,130.028,138.74,108.266,135.058,139.82,121.5,119.94,136.06,138.916,129.47,121.784,121.626,127.316,141.394,132.768,143.162,153.988,121.782,121.446,132.524,133.156,127.322,127.28
1F4N,105.566,127.324,116.046,153.574,124.2,135.538,131.68,131.694,120.818,123.072,137.99,105.806,134.106,138.65,117.088,120.78,148.48,128.828,123.628,118.884,126.068,128.232,124.056,154.78,136.664,144.592,127.184,121.458,112.86,126.622,127.548,132.598
1F4N,117.492,126.636,132.6,148.158,131.934,130.496,136.66,139.956,121.628,128.54,137.174,109.192,129.666,135.82,130.172,126.87,145.76,131.524,125.874,131.428,131.486,125.53,128.49,156.584,136.236,145.27,135.308,131.57,128.868,133.63,123.766,138.378
1F4N,114.188,128.958,129.314,139.59,126.278,128.546,131.956,139.464,128.232,133.318,147.21,107.852,140.652,147.174,119.538,123.95,141.688,143.212,141.84,114.4,126.748,135.16,141.762,140.476,141.848,157.668,116.622,122.77,124.226,128.958,119.418,137.314
1F4N,98.582,128.138,121.82,179.616,134.134,133.014,146.146,143.882,115.902,109.636,145.352,106.64,129.1,140.39,127.956,123.12,153.034,140.234,100.184,138.994,130.692,133.242,106.496,181.188,137.262,152.388,144.834,123.336,110.804,135.978,134.07,143.986
1F4N,105.726,129.144,120.308,166.386,126.604,137.864,136.48,134.004,119.494,124.002,138.596,109.164,136.776,140.734,123.286,125.176,154.568,130.042,117.712,124.35,127.12,122.052,124.152,170.796,138.714,141.57,135.868,123.68,113.574,129.016,128.724,136.078
1F4N,96.202,126.148,128.618,172.598,134.856,131.516,146.122,138.912,118.544,111.024,145.562,105.346,129.498,140.858,124.666,118.792,150.792,141.994,104.79,134.21,124.87,136.076,112.876,176.262,136.218,154.714,142.242,119.67,117.354,133.322,134.1,144.358
1F4N,107.02,127.994,117.878,153.148,126.294,131.596,131.316,132.93,126.484,124.244,140.288,105.368,138.09,139.724,117.048,122.234,149.99,127.856,125.708,119.324,125.56,131.566,126.902,151.268,138.682,149.074,127.036,121.32,116.21,128.462,128.676,133.154
1F4N,117.222,125.522,129.662,157.452,129.716,129.002,125.952,134.81,116.092,129.504,137.28,105.914,137.938,129.326,122.138,115.954,145.536,134.428,120.328,120.91,117.764,127.178,133.94,143.546,148.668,152.792,133.58,119.01,125.634,127.44,128.488,123.856
1F4N,95.418,126.794,129.104,174.114,135.866,134.246,146.32,137.754,117.346,112.102,143.284,106.458,130.28,140.19,125.46,117.87,151.174,141.66,103.502,135.158,122.726,137.242,112.962,175.914,135.966,152.09,142.04,120.676,114.798,132.282,135.672,148.21
1F4N,107.56,130.204,122.66,153.438,127.558,131.888,137.39,133.932,128.862,122.198,148.008,104.18,134.17,148.444,117.622,119.812,151.534,137.252,131.69,121.656,127.034,136.702,127.348,151.516,136.904,149.612,124.976,121.908,112.28,128.21,128.724,143.408
1F4N,118.864,126.476,130.61,151.488,133.47,130.912,126.522,136.43,120.462,130.422,134.134,106.016,137.428,133.428,121.354,114.774,142.692,133.232,125.778,118.972,117.684,124.246,138.386,138.13,145.932,153.456,129.154,117.66,124.97,128.702,129.76,126.102
1F4N,117.558,127.256,130.958,141.492,133.314,129.112,126.358,141.796,121.07,130.002,138.32,107.204,132.53,135.184,122.66,118.384,139.696,135.646,131.008,118.172,121.464,124.494,144.822,133.41,146.284,153.52,122.976,122.994,128.584,129.824,126.5,127.962
1F4N,109.834,126.024,121.478,151.574,125.456,132.772,131.062,132.482,123.956,123.578,143.188,104.728,140.642,141.914,114.846,119.628,153.084,128.99,127.224,122.03,123.346,136.586,128.332,147.894,140.012,154.016,126.328,116.448,113.348,131.128,126.888,137.14
1F4N,94.75,130.308,123.586,176.88,133.272,135.324,148.448,142.484,115.232,112.704,146.122,103.23,126.894,138.916,133.754,123.514,150.774,136.552,97.652,135.69,132.266,128.756,105.706,180.774,132.1,145.084,147.352,122.366,108.608,134.962,138.644,143.58
1F4N,95.884,127.548,127.274,174.39,137.122,135.332,146.962,141.788,122.434,111.996,144.03,106.284,130.932,144.156,127.732,119.77,150.734,140.37,105.74,134.994,125.576,135.696,113.928,175.424,137.47,152.66,141.916,121.38,114.056,133.514,135.192,150.262
1F4N,108.596,130.144,117.842,153.448,124.462,132.304,130.964,134.252,124.682,121.796,140.062,107.534,139.848,139.896,118.956,124.068,149.984,130.416,126.274,119.792,127.094,130.984,127.248,151.946,137.144,147.764,128.262,122.07,114.53,127.166,128.242,131.292
1F4N,103.674,125.476,128.446,171.598,136.326,130.314,142.796,139.554,120.16,116.412,147.528,106.204,129.688,140.158,129.196,114.072,149.098,142.73,109.904,129.824,126.558,134.316,119.142,166.944,141.056,152.944,138.404,121.558,110.598,135.85,131.534,145.626
1F4N,90.946,114.114,129.326,162.622,126.392,126.256,145.556,129.344,120.058,114.016,151.304,104.824,135.048,148.35,122.572,121.108,147.156,143.004,114.596,126.498,125.754,144.054,127.96,166.196,135.416,147.998,133.764,110.554,111.1,132.188,125.562,150.212
1F4N,108.122,128.162,119.522,153.018,124.94,134.222,131.03,132.004,125.328,122.294,140.698,105.668,139.142,140.062,117.098,120.03,149.034,129.43,123.838,119.232,125.028,128.822,127.564,153.04,138.28,147.522,127.512,123.186,115.714,127.334,129.878,133.092
1F4N,98.618,124.524,134.096,170.316,135.722,129.042,143.928,140.964,123.444,120.564,144.468,108.678,132.762,144.906,126.868,115.758,151.574,144.29,109.404,134.274,124.696,135.686,119.092,173.398,142.022,155.116,145.06,122.464,115.63,133.712,132.986,142.794
1F4N,107.644,130.8,117.398,152.78,126.098,132.762,131.158,134.466,125.054,123.364,139.94,108.906,140.504,141.06,120.584,124.194,149.166,129.174,124.084,120.494,128.694,129.744,126.66,153.474,138.1,146.51,129.164,123.826,114.288,127.616,127.89,133.75
1F4N,98.394,125.65,126.398,176.022,132.786,133.634,146.108,137.252,118.952,112.724,143.86,107.086,129.776,140.0,124.504,123.338,149.704,139.428,104.476,136.532,124.07,135.856,113.442,175.196,136.112,153.484,140.712,122.252,113.374,136.51,131.108,147.512
1F4N,124.774,127.752,134.208,145.952,134.16,131.042,131.62,139.996,124.89,132.914,136.168,106.176,130.498,139.426,128.728,121.19,141.624,138.608,126.982,124.81,124.482,128.694,134.974,142.674,140.9,150.748,129.22,126.534,130.658,133.162,124.322,129.826
1F4N,122.536,128.674,135.114,140.016,135.834,130.446,126.784,140.744,124.268,129.468,140.71,107.448,132.928,140.336,122.874,117.604,139.786,138.092,131.976,119.592,122.05,123.964,145.166,130.696,142.918,155.326,120.44,123.22,132.92,131.184,126.386,132.108
1F4N,110.714,127.412,121.862,155.522,128.782,133.118,132.36,135.498,124.686,122.276,149.034,105.528,132.232,145.014,119.194,122.406,149.85,138.334,129.372,121.902,130.046,130.408,129.984,152.906,137.766,149.978,126.84,122.468,111.926,126.688,127.222,139.56
1F4N,106.966,129.748,116.906,151.85,124.182,133.51,131.696,134.224,124.262,124.398,140.588,106.098,139.744,141.97,117.116,122.454,148.84,128.182,123.438,119.83,125.414,129.258,126.836,152.472,136.99,146.866,125.936,122.206,115.37,128.13,127.824,132.098
1F4N,116.572,124.242,133.76,149.362,132.916,131.556,135.838,136.98,121.522,127.13,139.974,108.344,128.058,135.532,130.394,125.874,144.128,133.91,127.906,129.862,127.042,126.168,129.054,155.742,137.482,147.314,136.536,129.488,128.842,133.304,124.916,136.462
1F4N,116.16,133.718,126.632,143.706,135.28,125.88,126.91,134.632,120.226,124.61,133.416,108.318,138.634,140.986,121.522,120.518,138.72,134.08,130.92,116.088,121.574,125.556,134.49,135.868,145.424,158.966,115.112,124.376,133.7,127.632,120.97,125.062
1F4N,96.256,127.91,127.304,173.256,133.764,135.026,144.83,141.524,120.71,111.162,145.476,102.782,130.042,143.286,123.936,119.132,150.862,143.756,108.726,135.43,123.464,134.494,114.872,173.552,137.038,154.712,140.11,119.596,115.93,131.706,134.03,147.4
1F5N,108.886,142.934,141.356,119.276,128.63,137.462,143.324,148.01,133.17,135.29,157.744,128.508,128.452,148.486,132.93,110.328,131.434,154.448,137.104,129.662,145.752,149.392,137.226,136.26,143.98,147.874,112.976,134.08,124.926,139.294,127.112,151.47
1F5N,108.024,140.656,131.662,119.454,136.246,150.202,137.792,152.696,132.976,130.4,147.758,115.494,129.456,148.372,118.754,114.258,133.512,150.432,144.13,118.05,131.182,144.128,141.484,134.918,137.476,151.876,101.702,123.88,130.08,130.6,125.922,148.46
1F5N,107.608,138.854,138.91,122.12,128.492,132.738,141.408,141.16,133.156,135.87,153.68,127.418,131.076,145.578,132.738,116.516,130.86,151.858,138.336,126.932,145.422,149.506,137.014,133.77,148.24,153.608,104.22,130.33,126.62,142.336,125.698,147.13
1F5N,113.818,139.014,127.658,131.408,144.168,136.73,130.024,139.356,131.034,122.034,146.026,103.812,149.526,146.924,108.688,113.658,137.15,134.464,124.788,109.874,122.392,140.408,136.31,126.462,150.426,155.144,104.25,118.18,127.634,129.254,127.374,131.366
1F5N,115.0,139.762,126.742,132.082,143.664,135.726,128.39,138.892,129.942,119.828,148.05,103.524,148.368,145.874,109.77,112.194,135.654,136.788,124.52,111.384,122.562,140.186,136.268,125.39,150.886,158.676,103.314,117.02,128.312,129.914,129.264,131.338
1F5N,99.402,139.174,132.22,137.436,133.066,140.948,153.958,146.15,127.88,118.364,157.392,120.026,123.366,148.016,127.112,112.442,146.424,146.156,130.768,136.972,144.736,146.368,118.27,167.246,130.58,143.154,124.072,143.624,118.282,131.146,128.98,153.898
1F5N,112.46,144.572,139.002,110.322,138.164,143.112,126.086,147.232,131.422,140.908,141.782,118.172,133.79,152.014,119.178,108.424,125.07,147.098,149.932,110.786,129.962,142.392,154.762,116.938,142.726,157.41,93.334,123.926,138.94,137.544,124.164,143.338
1F5N,106.022,139.99,131.898,135.814,131.388,141.174,152.534,145.064,130.532,122.554,158.43,124.636,123.448,146.804,127.354,113.082,144.67,151.266,135.866,138.854,146.626,147.458,118.534,160.868,139.292,147.896,122.612,141.428,119.114,135.424,125.216,154.402
1F5N,117.182,139.55,127.846,132.78,143.288,133.534,130.756,137.72,131.916,120.506,146.556,106.372,147.022,144.19,110.948,114.312,135.358,135.52,126.282,112.834,126.416,140.982,134.906,125.726,152.282,157.594,105.67,116.552,128.084,129.996,130.016,130.306
1F5N,115.542,138.06,126.886,137.364,143.554,139.548,133.164,138.232,126.838,118.54,144.918,106.262,141.148,142.18,111.586,114.482,135.004,134.866,124.152,112.526,125.608,139.824,133.932,129.254,149.244,156.502,106.366,120.318,130.224,131.33,132.434,131.66
1F5N,112.19,148.83,135.818,111.098,138.988,144.972,125.878,148.08,130.682,143.098,146.1,118.926,132.536,143.392,120.642,104.796,125.714,152.892,149.316,114.748,132.218,141.42,155.232,118.69,145.696,156.5,95.09,122.934,132.436,136.618,128.208,144.942
1F5N,104.738,135.6,120.696,148.682,129.746,139.728,142.252,135.86,118.888,102.56,143.314,104.86,138.544,145.01,110.968,112.236,144.882,137.804,123.482,125.526,129.378,137.846,114.524,152.38,136.32,141.548,116.576,126.432,112.308,121.886,127.828,138.258
1F5N,114.788,139.816,124.506,136.746,141.398,136.7,133.7,135.576,128.474,119.268,144.25,107.418,140.762,141.91,111.614,113.518,135.632,135.246,124.412,113.804,124.536,141.62,134.63,129.452,149.538,155.528,106.2,118.674,128.22,128.86,131.758,131.39
1F5N,110.828,141.826,139.25,108.29,138.348,139.996,125.91,146.342,129.118,138.52,142.254,116.266,133.322,150.576,115.642,107.626,125.4,145.994,151.08,111.256,127.848,142.23,152.912,113.948,141.368,158.088,93.91,121.95,136.026,138.096,122.96,141.68
1F5N,110.002,143.48,139.65,121.996,131.152,138.948,141.53,148.54,134.192,136.206,158.83,130.362,126.15,149.366,131.998,112.058,132.178,155.354,137.698,131.226,147.986,147.11,137.49,135.288,148.194,151.914,113.706,134.672,125.004,140.416,130.174,152.758
1F5N,116.944,143.616,135.404,110.906,136.986,144.424,131.582,145.442,132.418,136.0,143.958,118.116,134.504,148.254,116.906,108.068,129.524,146.684,147.698,111.764,132.824,140.25,151.412,120.884,146.552,154.3,95.904,121.902,133.734,131.894,123.944,144.158
1F5N,103.768,145.986,139.876,121.25,131.124,138.646,146.882,150.526,133.806,138.0,160.464,132.49,131.928,150.782,132.196,116.968,130.28,156.67,141.196,136.136,141.076,140.632,135.782,139.292,145.702,149.28,110.332,136.288,122.764,136.232,126.854,152.376
1F5N,111.056,138.586,121.864,131.906,144.052,135.246,132.34,141.164,131.358,119.776,146.828,103.89,149.414,141.61,108.56,112.266,136.584,134.578,125.096,106.106,126.08,143.644,133.224,120.884,150.044,157.016,97.706,113.608,129.06,129.678,129.68,133.798
1F5N,107.726,141.836,141.418,121.416,135.284,134.662,142.996,144.282,132.508,134.36,157.514,132.2,128.974,149.71,132.356,111.46,133.336,152.868,139.18,129.448,145.956,152.232,137.95,133.37,148.298,151.066,107.994,132.558,128.666,143.28,128.584,148.574
1F5N,110.222,141.324,133.138,117.044,138.816,149.998,137.66,152.144,133.142,131.5,147.904,114.604,130.534,150.108,119.85,112.658,132.304,149.102,146.346,118.428,129.098,143.104,142.526,134.108,138.022,152.1,101.13,123.33,131.784,134.13,126.408,149.822
1F5N,112.278,144.504,141.982,110.284,138.978,144.784,126.364,148.5,133.334,141.514,143.346,119.632,131.634,152.884,118.824,109.014,128.23,149.586,150.8,114.09,129.828,143.37,153.576,119.102,144.486,156.01,93.514,122.54,140.778,139.566,124.958,144.272
1F5N,108.584,146.308,136.964,122.768,129.59,137.302,138.564,148.008,130.784,134.412,160.872,131.564,132.056,143.688,129.582,110.738,130.616,153.942,140.47,134.656,144.418,145.66,141.166,136.766,147.998,152.46,111.88,134.038,125.428,137.35,127.276,153.014
1F5N,108.104,135.704,135.178,127.052,133.646,136.124,150.102,143.03,130.278,127.064,156.962,129.768,126.976,145.288,132.01,117.514,142.892,148.952,141.782,138.508,142.138,146.664,126.846,152.776,139.608,146.84,114.59,136.564,123.26,138.432,123.684,157.366
1F5N,112.828,144.9,139.36,111.016,139.592,143.294,127.092,149.91,132.428,137.0,142.442,121.086,132.844,151.684,117.922,108.2,125.518,146.9,149.788,112.378,127.538,143.414,151.252,118.792,142.544,156.238,93.87,125.182,139.084,138.332,126.57,143.434
1F5N,110.622,148.312,137.902,110.58,137.002,144.53,125.988,150.532,131.434,141.574,149.786,121.042,131.232,147.716,121.99,108.658,124.344,154.832,151.862,112.69,133.266,140.066,153.424,119.692,144.71,156.742,94.028,126.226,138.472,139.816,123.28,143.456
1F5N,112.384,139.208,125.82,132.514,143.458,137.504,132.22,141.086,131.82,121.806,146.61,104.054,147.86,144.828,110.59,114.194,136.292,137.646,125.9,113.502,124.816,141.574,134.598,125.908,152.854,155.958,105.616,115.564,127.08,130.346,128.438,134.248
1F5N,110.256,141.492,123.674,124.792,144.156,141.286,126.228,142.808,132.886,122.198,146.516,100.532,146.256,144.868,105.544,110.62,136.714,135.668,125.074,111.248,119.578,139.45,137.138,119.594,148.584,159.562,102.726,112.224,128.908,127.904,134.284,133.126
1F5N,105.238,146.236,137.212,119.312,129.014,137.67,143.288,147.014,132.336,133.702,156.848,127.61,127.434,147.77,133.272,108.958,130.598,153.066,136.278,129.784,145.348,146.266,137.17,135.64,146.354,149.342,112.318,134.092,126.102,137.254,128.93,151.626
1F5N,115.702,142.322,131.086,127.738,142.178,136.422,126.23,143.264,135.464,127.864,146.526,101.768,147.25,147.424,108.84,111.578,136.376,140.428,129.09,112.65,120.574,138.278,141.08,116.212,150.882,162.26,105.884,111.914,133.824,132.766,128.818,128.154
1F5N,106.464,145.794,138.792,120.66,131.5,138.428,143.584,147.492,132.858,133.658,157.542,129.566,126.908,148.386,132.18,111.804,132.886,153.674,138.054,129.562,145.804,147.328,137.944,135.27,146.228,150.494,111.816,135.806,125.376,138.736,128.59,152.67
1F5N,113.03,147.608,135.95,108.3,143.904,149.704,133.102,149.338,135.028,142.138,147.096,115.34,137.348,148.36,117.174,108.538,124.494,148.242,150.488,110.544,128.058,143.272,155.43,113.982,140.524,154.17,95.502,125.984,134.4,133.126,128.186,142.834
1F5N,113.332,137.78,126.126,131.556,143.45,136.576,129.414,140.956,132.348,119.88,148.72,103.014,146.36,150.24,108.616,115.836,137.77,140.344,124.998,110.806,122.346,140.86,137.454,125.332,148.824,159.78,103.736,111.232,128.412,129.796,133.478,129.71
1F5N,112.206,140.208,136.724,109.218,133.674,140.412,123.892,146.152,129.752,140.9,143.11,114.106,131.82,148.258,116.474,107.918,125.13,148.294,149.734,109.562,129.308,142.468,152.726,114.42,141.444,155.8,93.978,120.334,136.974,137.762,121.53,138.716
1F6N,120.632,139.45,128.2,133.7,128.666,129.996,118.016,137.722,128.586,129.004,138.174,114.21,136.646,133.216,111.518,112.442,129.178,142.424,130.748,119.736,125.452,137.084,135.138,122.42,152.616,152.632,113.264,115.31,122.566,134.266,126.63,125.286
1F6N,98.316,143.64,127.59,136.868,147.284,143.534,137.628,154.026,127.28,124.59,139.182,110.308,139.716,161.206,116.876,113.366,150.75,136.546,134.502,117.04,127.28,131.354,143.422,150.65,132.474,136.24,115.44,126.52,127.468,124.79,135.596,142.384
